sourceId,sourcePage,sourceType,treatment,destinationSectionId,destinationRoute,citationStatus,rightsStatus,publicPrivacyStatus,migrationStatus,editorialNote
p456,24,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p457,24,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p458,24,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p459,24,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p460,24,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p461,24,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p462,24,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p463,24,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p464,24,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p465,24,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p466,24,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p467,24,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p468,24,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p469,24,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p470,25,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p471,25,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p472,25,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p473,25,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p474,25,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p475,25,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p476,25,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p477,25,paragraph,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p478,25,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p479,25,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p480,25,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p481,25,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p482,25,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p483,25,paragraph,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p484,25,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p485,25,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p486,25,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p487,25,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p488,25,scripture,preserved,S04,/case/key-texts/eternal-punishment/,verified,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p489,26,list-item,preserved,S04,/case/key-texts/eternal-punishment/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p490,26,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
